Postcode;Plaatsnaam;Deelgemeente;Provincie
7322;Ville-Pommeroeul;Ja;Henegouwen
7330;SAINT-GHISLAIN;Neen;Henegouwen
7331;Baudour;Ja;Henegouwen
7332;Neufmaison;Ja;Henegouwen
7332;Sirault;Ja;Henegouwen
7333;Tertre;Ja;Henegouwen
7334;Hautrage;Ja;Henegouwen
7334;Villerot;Ja;Henegouwen
7340;COLFONTAINE;Neen;Henegouwen
7340;Paturages;Ja;Henegouwen
7340;Warquignies;Ja;Henegouwen
7340;Wasmes;Ja;Henegouwen
7350;Hainin;Ja;Henegouwen
7350;HENSIES;Neen;Henegouwen
7350;Montroeul-Sur-Haine;Ja;Henegouwen
7350;Thulin;Ja;Henegouwen
7370;Blaugies;Ja;Henegouwen
7370;DOUR;Neen;Henegouwen
7370;Elouges;Ja;Henegouwen
7370;Wihéries;Ja;Henegouwen
7380;Baisieux;Ja;Henegouwen
7380;QUIÉVRAIN;Neen;Henegouwen
7382;Audregnies;Ja;Henegouwen
7387;Angre;Ja;Henegouwen
7387;Angreau;Ja;Henegouwen
7387;Athis;Ja;Henegouwen
7387;Autreppe;Ja;Henegouwen
7387;Erquennes;Ja;Henegouwen
7387;Fayt-Le-Franc;Ja;Henegouwen
7387;HONNELLES;Neen;Henegouwen
7387;Marchipont;Ja;Henegouwen
7387;Montignies-Sur-Roc;Ja;Henegouwen
7387;Onnezies;Ja;Henegouwen
7387;Roisin;Ja;Henegouwen
7390;QUAREGNON;Neen;Henegouwen
7390;Wasmuel;Ja;Henegouwen
7500;Ere;Ja;Henegouwen
7500;Saint-Maur;Ja;Henegouwen
7500;TOURNAI;Neen;Henegouwen
7501;Orcq;Ja;Henegouwen
7502;Esplechin;Ja;Henegouwen
7503;Froyennes;Ja;Henegouwen
7504;Froidmont;Ja;Henegouwen
7506;Willemeau;Ja;Henegouwen
7510;3 Suisses;;
7511;Vitrine Magique;;
7512;Yves Rocher;;
7513;Yves Rocher;;
7520;Ramegnies-Chin;Ja;Henegouwen
7520;Templeuve;Ja;Henegouwen
7521;Chercq;Ja;Henegouwen
7522;Blandain;Ja;Henegouwen
7522;Hertain;Ja;Henegouwen
7522;Lamain;Ja;Henegouwen
7522;Marquain;Ja;Henegouwen
7530;Gaurain-Ramecroix;Ja;Henegouwen
7531;Havinnes;Ja;Henegouwen
7532;Beclers;Ja;Henegouwen
7533;Thimougies;Ja;Henegouwen
7534;Barry;Ja;Henegouwen
7534;Maulde;Ja;Henegouwen
7536;Vaulx;Ja;Henegouwen
7538;Vezon;Ja;Henegouwen
7540;Kain;Ja;Henegouwen
7540;Melles;Ja;Henegouwen
7540;Quartes;Ja;Henegouwen
7540;Rumillies;Ja;Henegouwen
7542;Mont-Saint-Aubert;Ja;Henegouwen
7543;Mourcourt;Ja;Henegouwen
7548;Warchin;Ja;Henegouwen
7600;PÉRUWELZ;Neen;Henegouwen
7601;Roucourt;Ja;Henegouwen
7602;Bury;Ja;Henegouwen
7603;Bon-Secours;Ja;Henegouwen
7604;Baugnies;Ja;Henegouwen
7604;Braffe;Ja;Henegouwen
7604;Brasmenil;Ja;Henegouwen
7604;Callenelle;Ja;Henegouwen
7604;Wasmes-Audemez-Briffoeil;Ja;Henegouwen
7608;Wiers;Ja;Henegouwen
7610;RUMES;Neen;Henegouwen
7611;La Glanerie;Ja;Henegouwen
7618;Taintignies;Ja;Henegouwen
7620;Bléharies;Ja;Henegouwen
7620;BRUNEHAUT;Neen;Henegouwen
7620;Guignies;Ja;Henegouwen
7620;Hollain;Ja;Henegouwen
7620;Jollain-Merlin;Ja;Henegouwen
7620;Wez-Velvain;Ja;Henegouwen
7621;Lesdain;Ja;Henegouwen
7622;Laplaigne;Ja;Henegouwen
7623;Rongy;Ja;Henegouwen
7624;Howardries;Ja;Henegouwen
7640;ANTOING;Neen;Henegouwen
7640;Maubray;Ja;Henegouwen
7640;Péronnes-Lez-Antoing;Ja;Henegouwen
7641;Bruyelle;Ja;Henegouwen
7642;Calonne;Ja;Henegouwen
7643;Fontenoy;Ja;Henegouwen
7700;Luingne;Ja;Henegouwen
7700;MOESKROEN;Neen;Henegouwen
7711;Dottenijs;Ja;Henegouwen
7712;Herseaux;Ja;Henegouwen
7730;Bailleul;Ja;Henegouwen
7730;Estaimbourg;Ja;Henegouwen
7730;ESTAIMPUIS;Neen;Henegouwen
7730;Evregnies;Ja;Henegouwen
7730;Leers-Nord;Ja;Henegouwen
7730;Néchin;Ja;Henegouwen
7730;Saint-Léger;Ja;Henegouwen
7740;PECQ;Neen;Henegouwen
7740;Warcoing;Ja;Henegouwen
7742;Hérinnes-Lez-Pecq;Ja;Henegouwen
7743;Esquelmes;Ja;Henegouwen
7743;Obigies;Ja;Henegouwen
7750;Amougies;Ja;Henegouwen
7750;Anseroeul;Ja;Henegouwen
7750;MONT-DE-L'ENCLUS;Neen;Henegouwen
7750;Orroir;Ja;Henegouwen
7750;Russeignies;Ja;Henegouwen
7760;CELLES;Neen;Henegouwen
7760;Escanaffles;Ja;Henegouwen
7760;Molenbaix;Ja;Henegouwen
7760;Popuelles;Ja;Henegouwen
7760;Pottes;Ja;Henegouwen
7760;Velaines;Ja;Henegouwen
7780;Komen;Ja;Henegouwen
7780;KOMEN-WAASTEN;Neen;Henegouwen
7781;Houthem;Ja;Henegouwen
7782;Ploegsteert;Ja;Henegouwen
7783;Bizet;Ja;Henegouwen
7784;Neerwaasten;Ja;Henegouwen
7784;Waasten;Ja;Henegouwen
7800;ATH;Neen;Henegouwen
7800;Lanquesaint;Ja;Henegouwen
7801;Irchonwelz;Ja;Henegouwen
7802;Ormeignies;Ja;Henegouwen
7803;Bouvignies;Ja;Henegouwen
7804;Ostiches;Ja;Henegouwen
7804;Rebaix;Ja;Henegouwen
7810;Maffle;Ja;Henegouwen
7811;Arbre;Ja;Henegouwen
7812;Houtaing;Ja;Henegouwen
7812;Ligne;Ja;Henegouwen
7812;Mainvault;Ja;Henegouwen
7812;Moulbaix;Ja;Henegouwen
7812;Villers-Notre-Dame;Ja;Henegouwen
7812;Villers-Saint-Amand;Ja;Henegouwen
7822;Ghislenghien;Ja;Henegouwen
7822;Isières;Ja;Henegouwen
7822;Meslin-L'Evêque;Ja;Henegouwen
7823;Gibecq;Ja;Henegouwen
7830;Bassilly;Ja;Henegouwen
7830;Fouleng;Ja;Henegouwen
7830;Gondregnies;Ja;Henegouwen
7830;Graty;Ja;Henegouwen
7830;Hellebecq;Ja;Henegouwen
7830;Hoves;Ja;Henegouwen
7830;SILLY;Neen;Henegouwen
7830;Thoricourt;Ja;Henegouwen
7850;EDINGEN;Neen;Henegouwen
7850;Lettelingen;Ja;Henegouwen
7850;Mark;Ja;Henegouwen
7860;LESSINES;Neen;Henegouwen
7861;Papignies;Ja;Henegouwen
7861;Wannebecq;Ja;Henegouwen
7862;Ogy;Ja;Henegouwen
7863;Ghoy;Ja;Henegouwen
7864;Deux-Acren;Ja;Henegouwen
7866;Bois-De-Lessines;Ja;Henegouwen
7866;Ollignies;Ja;Henegouwen
7870;Bauffe;Ja;Henegouwen
7870;Cambron-Saint-Vincent;Ja;Henegouwen
7870;LENS;Neen;Henegouwen
7870;Lombise;Ja;Henegouwen
7870;Montignies-Lez-Lens;Ja;Henegouwen
7880;VLOESBERG;Neen;Henegouwen
7890;ELLEZELLES;Neen;Henegouwen
7890;Lahamaide;Ja;Henegouwen
7890;Wodecq;Ja;Henegouwen
7900;Grandmetz;Ja;Henegouwen
7900;LEUZE-EN-HAINAUT;Neen;Henegouwen
7901;Thieulain;Ja;Henegouwen
7903;Blicquy;Ja;Henegouwen
7903;Chapelle-À-Oie;Ja;Henegouwen
7903;Chapelle-À-Wattines;Ja;Henegouwen
7904;Pipaix;Ja;Henegouwen
7904;Tourpes;Ja;Henegouwen
7904;Willaupuis;Ja;Henegouwen
7906;Gallaix;Ja;Henegouwen
7910;Anvaing;Ja;Henegouwen
7910;Arc-Ainières;Ja;Henegouwen
7910;Arc-Wattripont;Ja;Henegouwen
7910;Cordes;Ja;Henegouwen
7910;Ellignies-Lez-Frasnes;Ja;Henegouwen
7910;Forest;Ja;Henegouwen
7910;FRASNES-LEZ-ANVAING;Neen;Henegouwen
7910;Wattripont;Ja;Henegouwen
7911;Buissenal;Ja;Henegouwen
7911;Frasnes-Lez-Buissenal;Ja;Henegouwen
7911;Hacquegnies;Ja;Henegouwen
7911;Herquegies;Ja;Henegouwen
7911;Montroeul-Au-Bois;Ja;Henegouwen
7911;Moustier;Ja;Henegouwen
7911;Oeudeghien;Ja;Henegouwen
7912;Dergneau;Ja;Henegouwen
7912;Saint-Sauveur;Ja;Henegouwen
7940;BRUGELETTE;Neen;Henegouwen
7940;Cambron-Casteau;Ja;Henegouwen
7941;Attre;Ja;Henegouwen
7942;Mévergnies-Lez-Lens;Ja;Henegouwen
7943;Gages;Ja;Henegouwen
7950;CHIÈVRES;Neen;Henegouwen
7950;Grosage;Ja;Henegouwen
7950;Huissignies;Ja;Henegouwen
7950;Ladeuze;Ja;Henegouwen
7950;Tongre-Saint-Martin;Ja;Henegouwen
7951;Tongre-Notre-Dame;Ja;Henegouwen
7970;BELOEIL;Neen;Henegouwen
7971;Basècles;Ja;Henegouwen
7971;Ramegnies;Ja;Henegouwen
7971;Thumaide;Ja;Henegouwen
7971;Wadelincourt;Ja;Henegouwen
7972;Aubechies;Ja;Henegouwen
7972;Ellignies-Saint-Anne;Ja;Henegouwen
7972;Quevaucamps;Ja;Henegouwen
7973;Grandglise;Ja;Henegouwen
7973;Stambruges;Ja;Henegouwen
8000;BRUGGE;Neen;West-Vlaanderen
8000;Koolkerke;Ja;West-Vlaanderen
8020;Hertsberge;Ja;West-Vlaanderen
8020;OOSTKAMP;Neen;West-Vlaanderen
8020;Ruddervoorde;Ja;West-Vlaanderen
8020;Waardamme;Ja;West-Vlaanderen
8200;Sint-Andries;Ja;West-Vlaanderen
8200;Sint-Michiels;Ja;West-Vlaanderen
8210;Loppem;Ja;West-Vlaanderen
8210;Veldegem;Ja;West-Vlaanderen
8210;ZEDELGEM;Neen;West-Vlaanderen
8211;Aartrijke;Ja;West-Vlaanderen
8300;Knokke;Ja;West-Vlaanderen
8300;KNOKKE-HEIST;Neen;West-Vlaanderen
8300;Westkapelle;Ja;West-Vlaanderen
8301;Heist-Aan-Zee;Ja;West-Vlaanderen
8301;Ramskapelle;Ja;West-Vlaanderen
8310;Assebroek;Ja;West-Vlaanderen
8310;Sint-Kruis;Ja;West-Vlaanderen
8340;DAMME;Neen;West-Vlaanderen
8340;Hoeke;Ja;West-Vlaanderen
8340;Lapscheure;Ja;West-Vlaanderen
8340;Moerkerke;Ja;West-Vlaanderen
8340;Oostkerke;Ja;West-Vlaanderen
8340;Sijsele;Ja;West-Vlaanderen
8370;BLANKENBERGE;Neen;West-Vlaanderen
8370;Uitkerke;Ja;West-Vlaanderen
8377;Houtave;Ja;West-Vlaanderen
8377;Meetkerke;Ja;West-Vlaanderen
8377;Nieuwmunster;Ja;West-Vlaanderen
8377;ZUIENKERKE;Neen;West-Vlaanderen
8380;Dudzele;Ja;West-Vlaanderen
8380;Lissewege;Ja;West-Vlaanderen
8380;Zeebrugge;Ja;West-Vlaanderen
8400;OOSTENDE;Neen;West-Vlaanderen
8400;Stene;Ja;West-Vlaanderen
8400;Zandvoorde;Ja;West-Vlaanderen
8420;DE HAAN;Neen;West-Vlaanderen
8420;Klemskerke;Ja;West-Vlaanderen
8420;Wenduine;Ja;West-Vlaanderen
8421;Vlissegem;Ja;West-Vlaanderen
8430;MIDDELKERKE;Neen;West-Vlaanderen
8431;Wilskerke;Ja;West-Vlaanderen
8432;Leffinge;Ja;West-Vlaanderen
8433;Mannekensvere;Ja;West-Vlaanderen
8433;Schore;Ja;West-Vlaanderen
8433;Sint-Pieters-Kapelle;Ja;West-Vlaanderen
8433;Slijpe;Ja;West-Vlaanderen
8434;Lombardsijde;Ja;West-Vlaanderen
8434;Westende;Ja;West-Vlaanderen
8450;BREDENE;Neen;West-Vlaanderen
8460;Ettelgem;Ja;West-Vlaanderen
8460;OUDENBURG;Neen;West-Vlaanderen
8460;Roksem;Ja;West-Vlaanderen
8460;Westkerke;Ja;West-Vlaanderen
8470;GISTEL;Neen;West-Vlaanderen
8470;Moere;Ja;West-Vlaanderen
8470;Snaaskerke;Ja;West-Vlaanderen
8470;Zevekote;Ja;West-Vlaanderen
8480;Bekegem;Ja;West-Vlaanderen
8480;Eernegem;Ja;West-Vlaanderen
8480;ICHTEGEM;Neen;West-Vlaanderen
8490;JABBEKE;Neen;West-Vlaanderen
8490;Snellegem;Ja;West-Vlaanderen
8490;Stalhille;Ja;West-Vlaanderen
8490;Varsenare;Ja;West-Vlaanderen
8490;Zerkegem;Ja;West-Vlaanderen
8500;KORTRIJK;Neen;West-Vlaanderen
8501;Bissegem;Ja;West-Vlaanderen
8501;Heule;Ja;West-Vlaanderen
8510;Bellegem;Ja;West-Vlaanderen
8510;Kooigem;Ja;West-Vlaanderen
8510;Marke;Ja;West-Vlaanderen
8510;Rollegem;Ja;West-Vlaanderen
8511;Aalbeke;Ja;West-Vlaanderen
8520;KUURNE;Neen;West-Vlaanderen
8530;HARELBEKE;Neen;West-Vlaanderen
8531;Bavikhove;Ja;West-Vlaanderen
8531;Hulste;Ja;West-Vlaanderen
8540;DEERLIJK;Neen;West-Vlaanderen
8550;ZWEVEGEM;Neen;West-Vlaanderen
8551;Heestert;Ja;West-Vlaanderen
8552;Moen;Ja;West-Vlaanderen
8553;Otegem;Ja;West-Vlaanderen
8554;Sint-Denijs;Ja;West-Vlaanderen
8560;Gullegem;Ja;West-Vlaanderen
8560;Moorsele;Ja;West-Vlaanderen
8560;WEVELGEM;Neen;West-Vlaanderen
8570;ANZEGEM;Neen;West-Vlaanderen
8570;Gijzelbrechtegem;Ja;West-Vlaanderen
8570;Ingooigem;Ja;West-Vlaanderen
8570;Vichte;Ja;West-Vlaanderen
8572;Kaster;Ja;West-Vlaanderen
8573;Tiegem;Ja;West-Vlaanderen
8580;AVELGEM;Neen;West-Vlaanderen
8581;Kerkhove;Ja;West-Vlaanderen
8581;Waarmaarde;Ja;West-Vlaanderen
8582;Outrijve;Ja;West-Vlaanderen
8583;Bossuit;Ja;West-Vlaanderen
8587;Helkijn;Ja;West-Vlaanderen
8587;Spiere;Ja;West-Vlaanderen
8587;SPIERE-HELKIJN;Neen;West-Vlaanderen
8600;Beerst;Ja;West-Vlaanderen
8600;DIKSMUIDE;Neen;West-Vlaanderen
8600;Driekapellen;Ja;West-Vlaanderen
8600;Esen;Ja;West-Vlaanderen
8600;Kaaskerke;Ja;West-Vlaanderen
8600;Keiem;Ja;West-Vlaanderen
8600;Lampernisse;Ja;West-Vlaanderen
8600;Leke;Ja;West-Vlaanderen
8600;Nieuwkapelle;Ja;West-Vlaanderen
8600;Oostkerke;Ja;West-Vlaanderen
8600;Oudekapelle;Ja;West-Vlaanderen
8600;Pervijze;Ja;West-Vlaanderen
8600;Sint-Jacobs-Kapelle;Ja;West-Vlaanderen
8600;Stuivekenskerke;Ja;West-Vlaanderen
8600;Vladslo;Ja;West-Vlaanderen
8600;Woumen;Ja;West-Vlaanderen
8610;Handzame;Ja;West-Vlaanderen
8610;KORTEMARK;Neen;West-Vlaanderen
8610;Werken;Ja;West-Vlaanderen
8610;Zarren;Ja;West-Vlaanderen
8620;NIEUWPOORT;Neen;West-Vlaanderen
8620;Ramskapelle;Ja;West-Vlaanderen
8620;Sint-Joris;Ja;West-Vlaanderen
8630;Avekapelle;Ja;West-Vlaanderen
8630;Booitshoeke;Ja;West-Vlaanderen
8630;Bulskamp;Ja;West-Vlaanderen
8630;De Moeren;Ja;West-Vlaanderen
8630;Eggewaartskapelle;Ja;West-Vlaanderen
8630;Houtem;Ja;West-Vlaanderen
8630;Steenkerke;Ja;West-Vlaanderen
8630;VEURNE;Neen;West-Vlaanderen
8630;Vinkem;Ja;West-Vlaanderen
8630;Wulveringem;Ja;West-Vlaanderen
8630;Zoutenaaie;Ja;West-Vlaanderen
8640;Oostvleteren;Ja;West-Vlaanderen
8640;VLETEREN;Neen;West-Vlaanderen
8640;Westvleteren;Ja;West-Vlaanderen
8640;Woesten;Ja;West-Vlaanderen
8647;Lo;Ja;West-Vlaanderen
8647;LO-RENINGE;Neen;West-Vlaanderen
8647;Noordschote;Ja;West-Vlaanderen
8647;Pollinkhove;Ja;West-Vlaanderen
8647;Reninge;Ja;West-Vlaanderen
8650;HOUTHULST;Neen;West-Vlaanderen
8650;Klerken;Ja;West-Vlaanderen
8650;Merkem;Ja;West-Vlaanderen
8660;Adinkerke;Ja;West-Vlaanderen
8660;DE PANNE;Neen;West-Vlaanderen
8670;KOKSIJDE;Neen;West-Vlaanderen
8670;Oostduinkerke;Ja;West-Vlaanderen
8670;Wulpen;Ja;West-Vlaanderen
8680;Bovekerke;Ja;West-Vlaanderen
8680;KOEKELARE;Neen;West-Vlaanderen
8680;Zande;Ja;West-Vlaanderen
8690;ALVERINGEM;Neen;West-Vlaanderen
8690;Hoogstade;Ja;West-Vlaanderen
8690;Oeren;Ja;West-Vlaanderen
8690;Sint-Rijkers;Ja;West-Vlaanderen
8691;Beveren-Aan-De-Ijzer;Ja;West-Vlaanderen
8691;Gijverinkhove;Ja;West-Vlaanderen
8691;Izenberge;Ja;West-Vlaanderen
8691;Leisele;Ja;West-Vlaanderen
8691;Stavele;Ja;West-Vlaanderen
8700;Aarsele;Ja;West-Vlaanderen
8700;Kanegem;Ja;West-Vlaanderen
8700;Schuiferskapelle;Ja;West-Vlaanderen
8700;TIELT;Neen;West-Vlaanderen
8710;Ooigem;Ja;West-Vlaanderen
8710;Sint-Baafs-Vijve;Ja;West-Vlaanderen
8710;WIELSBEKE;Neen;West-Vlaanderen
8720;DENTERGEM;Neen;West-Vlaanderen
8720;Markegem;Ja;West-Vlaanderen
8720;Oeselgem;Ja;West-Vlaanderen
8720;Wakken;Ja;West-Vlaanderen
8730;BEERNEM;Neen;West-Vlaanderen
8730;Oedelem;Ja;West-Vlaanderen
8730;Sint-Joris;Ja;West-Vlaanderen
8740;Egem;Ja;West-Vlaanderen
8740;PITTEM;Neen;West-Vlaanderen
8750;WINGENE;Neen;West-Vlaanderen
8750;Zwevezele;Ja;West-Vlaanderen
8755;RUISELEDE;Neen;West-Vlaanderen
8760;MEULEBEKE;Neen;West-Vlaanderen
8770;INGELMUNSTER;Neen;West-Vlaanderen
8780;OOSTROZEBEKE;Neen;West-Vlaanderen
8790;WAREGEM;Neen;West-Vlaanderen
8791;Beveren;Ja;West-Vlaanderen
8792;Desselgem;Ja;West-Vlaanderen
8793;Sint-Eloois-Vijve;Ja;West-Vlaanderen
8800;Beveren;Ja;West-Vlaanderen
8800;Oekene;Ja;West-Vlaanderen
8800;ROESELARE;Neen;West-Vlaanderen
8800;Rumbeke;Ja;West-Vlaanderen
8810;LICHTERVELDE;Neen;West-Vlaanderen
8820;TORHOUT;Neen;West-Vlaanderen
8830;Gits;Ja;West-Vlaanderen
8830;HOOGLEDE;Neen;West-Vlaanderen
8840;Oostnieuwkerke;Ja;West-Vlaanderen
8840;STADEN;Neen;West-Vlaanderen
8840;Westrozebeke;Ja;West-Vlaanderen
8850;ARDOOIE;Neen;West-Vlaanderen
8851;Koolskamp;Ja;West-Vlaanderen
8860;LENDELEDE;Neen;West-Vlaanderen
8870;Emelgem;Ja;West-Vlaanderen
8870;IZEGEM;Neen;West-Vlaanderen
8870;Kachtem;Ja;West-Vlaanderen
8880;LEDEGEM;Neen;West-Vlaanderen
8880;Rollegem-Kapelle;Ja;West-Vlaanderen
8880;Sint-Eloois-Winkel;Ja;West-Vlaanderen
8890;Dadizele;Ja;West-Vlaanderen
8890;MOORSLEDE;Neen;West-Vlaanderen
8900;Brielen;Ja;West-Vlaanderen
8900;Dikkebus;Ja;West-Vlaanderen
8900;IEPER;Neen;West-Vlaanderen
8900;Sint-Jan;Ja;West-Vlaanderen
8902;Hollebeke;Ja;West-Vlaanderen
8902;Voormezele;Ja;West-Vlaanderen
8902;Zillebeke;Ja;West-Vlaanderen
8904;Boezinge;Ja;West-Vlaanderen
8904;Zuidschote;Ja;West-Vlaanderen
8906;Elverdinge;Ja;West-Vlaanderen
8908;Vlamertinge;Ja;West-Vlaanderen
8920;Bikschote;Ja;West-Vlaanderen
8920;Langemark;Ja;West-Vlaanderen
8920;LANGEMARK-POELKAPELLE;Neen;West-Vlaanderen
8920;Poelkapelle;Ja;West-Vlaanderen
8930;Lauwe;Ja;West-Vlaanderen
8930;MENEN;Neen;West-Vlaanderen
8930;Rekkem;Ja;West-Vlaanderen
8940;Geluwe;Ja;West-Vlaanderen
8940;WERVIK;Neen;West-Vlaanderen
8950;HEUVELLAND;Neen;West-Vlaanderen
8950;Nieuwkerke;Ja;West-Vlaanderen
8951;Dranouter;Ja;West-Vlaanderen
8952;Wulvergem;Ja;West-Vlaanderen
8953;Wijtschate;Ja;West-Vlaanderen
8954;Westouter;Ja;West-Vlaanderen
8956;Kemmel;Ja;West-Vlaanderen
8957;MESEN;Neen;West-Vlaanderen
8958;Loker;Ja;West-Vlaanderen
8970;POPERINGE;Neen;West-Vlaanderen
8970;Reningelst;Ja;West-Vlaanderen
8972;Krombeke;Ja;West-Vlaanderen
8972;Proven;Ja;West-Vlaanderen
8972;Roesbrugge-Haringe;Ja;West-Vlaanderen
8978;Watou;Ja;West-Vlaanderen
8980;Beselare;Ja;West-Vlaanderen
8980;Geluveld;Ja;West-Vlaanderen
8980;Passendale;Ja;West-Vlaanderen
8980;Zandvoorde;Ja;West-Vlaanderen
8980;ZONNEBEKE;Neen;West-Vlaanderen
9000;GENT;Neen;Oost-Vlaanderen 
9030;Mariakerke;Ja;Oost-Vlaanderen 
9031;Drongen;Ja;Oost-Vlaanderen 
9032;Wondelgem;Ja;Oost-Vlaanderen 
9040;Sint-Amandsberg;Ja;Oost-Vlaanderen 
9041;Oostakker;Ja;Oost-Vlaanderen 
9042;Desteldonk;Ja;Oost-Vlaanderen 
9042;Mendonk;Ja;Oost-Vlaanderen 
9042;Sint-Kruis-Winkel;Ja;Oost-Vlaanderen 
9050;Gentbrugge;Ja;Oost-Vlaanderen 
9050;Ledeberg;Ja;Oost-Vlaanderen 
9051;Afsnee;Ja;Oost-Vlaanderen 
9051;Sint-Denijs-Westrem;Ja;Oost-Vlaanderen 
9052;Zwijnaarde;Ja;Oost-Vlaanderen 
9060;ZELZATE;Neen;Oost-Vlaanderen 
9070;DESTELBERGEN;Neen;Oost-Vlaanderen 
9070;Heusden;Ja;Oost-Vlaanderen 
9075;CSM Gent X;;
9080;Beervelde;Ja;Oost-Vlaanderen 
9080;LOCHRISTI;Neen;Oost-Vlaanderen 
9080;Zaffelare;Ja;Oost-Vlaanderen 
9080;Zeveneken;Ja;Oost-Vlaanderen 
9090;Gontrode;Ja;Oost-Vlaanderen 
9090;MELLE;Neen;Oost-Vlaanderen 
9099;Gent X;;
9100;Nieuwkerken-Waas;Ja;Oost-Vlaanderen 
9100;SINT-NIKLAAS;Neen;Oost-Vlaanderen 
9111;Belsele;Ja;Oost-Vlaanderen 
9112;Sinaai-Waas;Ja;Oost-Vlaanderen 
9120;BEVEREN-WAAS;Neen;Oost-Vlaanderen 
9120;Haasdonk;Ja;Oost-Vlaanderen 
9120;Kallo;Ja;Oost-Vlaanderen 
9120;Melsele;Ja;Oost-Vlaanderen 
9120;Vrasene;Ja;Oost-Vlaanderen 
9130;Doel;Ja;Oost-Vlaanderen 
9130;Kallo;Ja;Oost-Vlaanderen 
9130;Kieldrecht;Ja;Oost-Vlaanderen 
9130;Verrebroek;Ja;Oost-Vlaanderen 
9140;Elversele;Ja;Oost-Vlaanderen 
9140;Steendorp;Ja;Oost-Vlaanderen 
9140;TEMSE;Neen;Oost-Vlaanderen 
9140;Tielrode;Ja;Oost-Vlaanderen 
9150;Bazel;Ja;Oost-Vlaanderen 
9150;KRUIBEKE;Neen;Oost-Vlaanderen 
9150;Rupelmonde;Ja;Oost-Vlaanderen 
9160;Daknam;Ja;Oost-Vlaanderen 
9160;Eksaarde;Ja;Oost-Vlaanderen 
9160;LOKEREN;Neen;Oost-Vlaanderen 
9170;De Klinge;Ja;Oost-Vlaanderen 
9170;Meerdonk;Ja;Oost-Vlaanderen 
9170;SINT-GILLIS-WAAS;Neen;Oost-Vlaanderen 
9170;Sint-Pauwels;Ja;Oost-Vlaanderen 
9180;MOERBEKE-WAAS;Neen;Oost-Vlaanderen 
9185;WACHTEBEKE;Neen;Oost-Vlaanderen 
9190;Kemzeke;Ja;Oost-Vlaanderen 
9190;STEKENE;Neen;Oost-Vlaanderen 
9200;Appels;Ja;Oost-Vlaanderen 
9200;Baasrode;Ja;Oost-Vlaanderen 
9200;DENDERMONDE;Neen;Oost-Vlaanderen 
9200;Grembergen;Ja;Oost-Vlaanderen 
9200;Mespelare;Ja;Oost-Vlaanderen 
9200;Oudegem;Ja;Oost-Vlaanderen 
9200;Schoonaarde;Ja;Oost-Vlaanderen 
9200;Sint-Gillis-Dendermonde;Ja;Oost-Vlaanderen 
9220;HAMME;Neen;Oost-Vlaanderen 
9220;Moerzeke;Ja;Oost-Vlaanderen 
9230;Massemen;Ja;Oost-Vlaanderen 
9230;Westrem;Ja;Oost-Vlaanderen 
9230;WETTEREN;Neen;Oost-Vlaanderen 
9240;ZELE;Neen;Oost-Vlaanderen 
9250;WAASMUNSTER;Neen;Oost-Vlaanderen 
9255;BUGGENHOUT;Neen;Oost-Vlaanderen 
9255;Opdorp;Ja;Oost-Vlaanderen 
9260;Schellebelle;Ja;Oost-Vlaanderen 
9260;Serskamp;Ja;Oost-Vlaanderen 
9260;WICHELEN;Neen;Oost-Vlaanderen 
9270;Kalken;Ja;Oost-Vlaanderen 
9270;LAARNE;Neen;Oost-Vlaanderen 
9280;Denderbelle;Ja;Oost-Vlaanderen 
9280;LEBBEKE;Neen;Oost-Vlaanderen 
9280;Wieze;Ja;Oost-Vlaanderen 
9290;BERLARE;Neen;Oost-Vlaanderen 
9290;Overmere;Ja;Oost-Vlaanderen 
9290;Uitbergen;Ja;Oost-Vlaanderen 
9300;AALST;Neen;Oost-Vlaanderen 
9308;Gijzegem;Ja;Oost-Vlaanderen 
9308;Hofstade;Ja;Oost-Vlaanderen 
9310;Baardegem;Ja;Oost-Vlaanderen 
9310;Herdersem;Ja;Oost-Vlaanderen 
9310;Meldert;Ja;Oost-Vlaanderen 
9310;Moorsel;Ja;Oost-Vlaanderen 
9320;Erembodegem;Ja;Oost-Vlaanderen 
9320;Nieuwerkerken;Ja;Oost-Vlaanderen 
9340;Impe;Ja;Oost-Vlaanderen 
9340;LEDE;Neen;Oost-Vlaanderen 
9340;Oordegem;Ja;Oost-Vlaanderen 
9340;Smetlede;Ja;Oost-Vlaanderen 
9340;Wanzele;Ja;Oost-Vlaanderen 
9400;Appelterre-Eichem;Ja;Oost-Vlaanderen 
9400;Denderwindeke;Ja;Oost-Vlaanderen 
9400;Lieferinge;Ja;Oost-Vlaanderen 
9400;Nederhasselt;Ja;Oost-Vlaanderen 
9400;NINOVE;Neen;Oost-Vlaanderen 
9400;Okegem;Ja;Oost-Vlaanderen 
9400;Voorde;Ja;Oost-Vlaanderen 
9401;Pollare;Ja;Oost-Vlaanderen 
9402;Meerbeke;Ja;Oost-Vlaanderen 
9403;Neigem;Ja;Oost-Vlaanderen 
9404;Aspelare;Ja;Oost-Vlaanderen 
9406;Outer;Ja;Oost-Vlaanderen 
9420;Aaigem;Ja;Oost-Vlaanderen 
9420;Bambrugge;Ja;Oost-Vlaanderen 
9420;Burst;Ja;Oost-Vlaanderen 
9420;Erondegem;Ja;Oost-Vlaanderen 
9420;Erpe;Ja;Oost-Vlaanderen 
